epoch,train_loss,val_loss
1,0.004242103331078432,0.0014703554861773774
2,0.0017205831613440355,0.0015342527992429015
3,0.0016050816046921724,0.0013791151800026315
4,0.0015360866651976677,0.001444878881727156
5,0.0014908265026790475,0.0013357689121465495
6,0.001457844941083946,0.0013162512462340083
7,0.0014249965277116391,0.0013088879049604199
8,0.0013990257709870096,0.001328914898790313
9,0.0013834536151713654,0.00127239438574534
10,0.001373649824342878,0.0012675462377246286
11,0.0014473735704492703,0.0014734034345114256
12,0.0014185793218267845,0.0013286586636980253
13,0.0013980674688317005,0.0013153081358982083
14,0.001380236855721866,0.0013287000491083183
15,0.0013625809546063128,0.0013379188064235922
16,0.001351232737373421,0.0013119637385499096
17,0.0013346709525671404,0.0014801238747730063
18,0.001323080616432738,0.001578568687948315
19,0.0013104915098630626,0.0012832585146283443
20,0.0013008174740602998,0.001254120261675292
21,0.0012909793176216504,0.0012791209004259084
22,0.0012804964160594973,0.0012192485612207585
23,0.0012721853402184215,0.00136412232446984
24,0.0012626448704953668,0.0012300080303632754
25,0.001252922204906915,0.001290233989153436
26,0.0012487722969282689,0.0012085213026834455
27,0.0012443192801168295,0.001193478740647632
28,0.0012406273199462128,0.001186139917339963
29,0.001238195760756749,0.0011811232519888782
30,0.0012362758697939463,0.001180488078162165
31,0.0012984654877627952,0.0014381664556666937
32,0.0012873692392130441,0.0013983147826927857
33,0.0012794781615105056,0.0013416144562453578
34,0.001272948182266329,0.0012863871155920008
35,0.0012656786816426875,0.002286889573759816
36,0.0012568548258695242,0.0016208884357834402
37,0.0012566556041364403,0.002252254864140376
38,0.0012444040796456821,0.0012817668697297027
39,0.0012351967000904709,0.0015115970752781211
40,0.0012339940932776239,0.0013655195865927765
41,0.0012220787526386015,0.0030158185286492836
42,0.0012147091812723736,0.001236786402627538
43,0.0012133844541779573,0.0015429632451453405
44,0.0012079493743060977,0.0012557132404327877
45,0.0012066160938318871,0.0012110123052110336
